Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo
songs,NaN,"HERR SCHMIDT WAS KRIEGT DENN ROESCHEN MIT
",NaN,NaN,NaN,folksongs,deut1592.krn
songs,NaN,"ES KAM EIN FREMDER SCHLEIFER
",NaN,NaN,NaN,folksongs,deut1973.krn
songs,NaN,"ICH HAB ZU DIR GESAGT
",NaN,NaN,NaN,folksongs,deut1229.krn
songs,NaN,"FUCHS BEISS MICH NICHT
",NaN,NaN,NaN,folksongs,deut2114.krn
songs,NaN,"DIE DONAU IST INS WASSER GEFALLN
",NaN,NaN,NaN,folksongs,deut1632.krn
songs,NaN,"NUN DANKET ALLE GOTT
",NaN,NaN,NaN,folksongs,deut2155.krn
songs,NaN,"MEI MUTTER KOCHT MIR ZWIEBELN
",NaN,NaN,NaN,folksongs,deut1601.krn
songs,NaN,"ES GIENG EIN MATROSE WOHL UEBER DEN RHEIN
",NaN,NaN,NaN,folksongs,deut0692.krn
songs,NaN,"ICH HOERT EIN SICHLEIN RAUSCHEN
",NaN,NaN,NaN,folksongs,deut1264.krn
songs,NaN,"SCHOENSTER ABENDSTERN
",NaN,NaN,NaN,folksongs,deut1203.krn
songs,NaN,"LASST NUR DER JUGEND IHREN LAUF
",NaN,NaN,NaN,folksongs,deut1583.krn
songs,NaN,"DER MEISCHTER SCHICKT DER JOCKELE
",NaN,NaN,NaN,folksongs,deut2019.krn
songs,NaN,"WENN ICH ZUM THUEREL NAUS GEH
",NaN,NaN,NaN,folksongs,deut1193.krn
songs,NaN,"WO E KLEINS HUETTLE STEHT
",NaN,NaN,NaN,folksongs,deut1071.krn
songs,NaN,"LUSTIG LUSTIG IHR LIEBEN BRUEDER
",NaN,NaN,NaN,folksongs,deut1950.krn
songs,NaN,"IN TRAUERN UND UNRUH
",NaN,NaN,NaN,folksongs,deut1309.krn
songs,NaN,"SOLLTS IM GWELB NIT FINSTER SEIN
",NaN,NaN,NaN,folksongs,deut1492.krn
songs,NaN,"STUND ICH AUF HOHEN BERGEN
",NaN,NaN,NaN,folksongs,deut0718.krn
songs,NaN,"GEH MIT DR DORDEL
",NaN,NaN,NaN,folksongs,deut1576.krn
songs,NaN,"EIN DOERFCHEN NICHT WEIT ISTS VON HIER
",NaN,NaN,NaN,folksongs,deut1825.krn
songs,NaN,"ECK FACH MUINEN HEREN VAN FALKENSTEUN
",NaN,NaN,NaN,folksongs,deut0682.krn
songs,NaN,"ES FREIT EIN WILDER WASSERMANN
",NaN,NaN,NaN,folksongs,deut0569.krn
songs,NaN,"DER WALDBEERSTRAUCH
",NaN,NaN,NaN,folksongs,deut1031.krn
songs,NaN,"MARIA DURCH NEN DORNWALD GING
",NaN,NaN,NaN,folksongs,deut1675.krn
songs,NaN,"BRUEDER STELLT DAS JAUCHZEN EIN
",NaN,NaN,NaN,folksongs,deut1980.krn
songs,NaN,"ICH WOLLT EIN BAEUMLEIN STEIGEN
",NaN,NaN,NaN,folksongs,deut1099.krn
songs,NaN,"NE SIDEN SCHNOR GEIT UEMME DAT HUS
",NaN,NaN,NaN,folksongs,deut1667.krn
songs,NaN,"OB ICH A  NUR A HIRTE BIN
",NaN,NaN,NaN,folksongs,deut1868.krn
songs,NaN,"ES WAREN ZWEI KOENIGSKINDER
",NaN,NaN,NaN,folksongs,deut0710.krn
songs,NaN,"ES WOLLT EIN SCHNEIDER WANDERN
",NaN,NaN,NaN,folksongs,deut1972.krn
songs,NaN,"MAEGDLEIN FREI DU NICHT SO FRUEH
",NaN,NaN,NaN,folksongs,deut1441.krn
songs,NaN,"IN DES GARTENS DUNKLER LAUBE
",NaN,NaN,NaN,folksongs,deut0778.krn
songs,NaN,"DORT OBEN AUF DEM BERGE
",NaN,NaN,NaN,folksongs,deut0701.krn
songs,NaN,"SEID NUR LUSTIG UND FROEHLICH
",NaN,NaN,NaN,folksongs,deut1948.krn
songs,NaN,"ES WOLLTEN DIE VOEGELCHEN HOCHZEIT MACHN
",NaN,NaN,NaN,folksongs,deut0844.krn
songs,NaN,"ES FREIT EINE JUNGE MARKGRAEFIN
",NaN,NaN,NaN,folksongs,deut0762.krn
songs,NaN,"ES RITT EIN JAEGER WOHLGEMUTH
",NaN,NaN,NaN,folksongs,deut1849.krn
songs,NaN,"KUMM KUMM BIBELE
",NaN,NaN,NaN,folksongs,deut2086.krn
songs,NaN,"ES WOLLT EIN NICKELMANN FREIEN GEHN
",NaN,NaN,NaN,folksongs,deut0577.krn
songs,NaN,"WERDEN WIR SO TRAURIG SEIN
",NaN,NaN,NaN,folksongs,deut1984.krn
songs,NaN,"ES GIENG EIN REITER SPAZIEREN
",NaN,NaN,NaN,folksongs,deut0686.krn
songs,NaN,"ES HATT EIN BAUR SEIN FRAU VERLOREN
",NaN,NaN,NaN,folksongs,deut0829.krn
songs,NaN,"E BISSELE LIEB
",NaN,NaN,NaN,folksongs,deut1573.krn
songs,NaN,"JETZT KOMMT DIE ZEIT
",NaN,NaN,NaN,folksongs,deut1118.krn
songs,NaN,"LIEWEN HERR SCHMIET EN KOERNSCHE
",NaN,NaN,NaN,folksongs,deut2091.krn
songs,NaN,"ICH HOERT EIN SICHLEIN
",NaN,NaN,NaN,folksongs,deut1259.krn
songs,NaN,"ZU COBLENZ AUF DER BRUECKE
",NaN,NaN,NaN,folksongs,deut1137.krn
songs,NaN,"ES SOLLT EIN SCHAEFER HUETEN GEHN
",NaN,NaN,NaN,folksongs,deut0634.krn
songs,NaN,"MIR GEFAELLT DAS EHSTANDSLEBEN BESSER
",NaN,NaN,NaN,folksongs,deut1466.krn
songs,NaN,"ES WAREN DREI GESELLEN
",NaN,NaN,NaN,folksongs,deut1712.krn
songs,NaN,"IST DENN DIESES WIRKLICH WAHR
",NaN,NaN,NaN,folksongs,deut0971.krn
songs,NaN,"O DU DEUTSCHLAND ICH MUSS MARSCHIEREN
",NaN,NaN,NaN,folksongs,deut1780.krn
songs,NaN,"ES WOLLT EIN MAEDCHEN SPAZIEREN GEHN
",NaN,NaN,NaN,folksongs,deut0859.krn
songs,NaN,"ALLEWEIL RAPPELTS AM SCHEUERTHOR
",NaN,NaN,NaN,folksongs,deut1565.krn
songs,NaN,"VIVAT JETZT GEHTS INS FELD
",NaN,NaN,NaN,folksongs,deut0950.krn
songs,NaN,"KRANE KRANE SCHWICKLE SCHWANE
",NaN,NaN,NaN,folksongs,deut2103.krn
songs,NaN,"WENN MAN BIM BUREN DIENT
",NaN,NaN,NaN,folksongs,deut1897.krn
songs,NaN,"ES WOLLT EIN MAEGDLEIN WASSER HOLN
",NaN,NaN,NaN,folksongs,deut0787.krn
songs,NaN,"WO BIST DU DENN GEWESEN
",NaN,NaN,NaN,folksongs,deut2005.krn
songs,NaN,"WIE STEHT IHR ALLE HIE
",NaN,NaN,NaN,folksongs,deut1510.krn
songs,NaN,"JESU WUNDEN
",NaN,NaN,NaN,folksongs,deut2169.krn
songs,NaN,"ICH GING WOHL BEI DER NACHT
",NaN,NaN,NaN,folksongs,deut0834.krn
songs,NaN,"VATER UNSER IN DOMINE
",NaN,NaN,NaN,folksongs,deut2154.krn
songs,NaN,"IHR LEUT IHR GLAUBT MIRSCH
",NaN,NaN,NaN,folksongs,deut1631.krn
songs,NaN,"ICH WILL EUCH ERZAEHLEN
",NaN,NaN,NaN,folksongs,deut1628.krn
songs,NaN,"ALS ICH NUN NACH HAUSE KAM
",NaN,NaN,NaN,folksongs,deut1490.krn
songs,NaN,"BAUR BAUR WAS TRAEGST IM SACKE
",NaN,NaN,NaN,folksongs,deut1525.krn
songs,NaN,"ES STEHT EIN LIND IN JENEM THAL
",NaN,NaN,NaN,folksongs,deut1006.krn
songs,NaN,"KAMERAD ICH BIN GESCHOSSEN
",NaN,NaN,NaN,folksongs,deut1743.krn
songs,NaN,"MEI SCHATZ IS E REITER
",NaN,NaN,NaN,folksongs,deut1609.krn
songs,NaN,"ES WOLLT EIN MAEDCHEN INS KLOSTER GEHN
",NaN,NaN,NaN,folksongs,deut0690.krn
songs,NaN,"WANN ZU MEIM SCHAETZEL KOMMST
",NaN,NaN,NaN,folksongs,deut1072.krn
songs,NaN,"MIR IST EIN SCHOENSBRAUN MEIDELEIN
",NaN,NaN,NaN,folksongs,deut1040.krn
songs,NaN,"WOLLT IHR HOEREN EIN NEU GEDICHT
",NaN,NaN,NaN,folksongs,deut2141.krn
songs,NaN,"VATER IST DENN NICHT ERSCHAFFEN
",NaN,NaN,NaN,folksongs,deut1503.krn
songs,NaN,"Der Kaiser und der Koenig
",NaN,NaN,NaN,folksongs,deut2220.krn
songs,NaN,"ACH WIE ISTS MOEGLICH
",NaN,NaN,NaN,folksongs,deut1134.krn
songs,NaN,"DAS MAEGDLEIN WOLLT EIN FREIER HABN
",NaN,NaN,NaN,folksongs,deut1457.krn
songs,NaN,"MEIN VATER IST EIN SCHNEIDER
",NaN,NaN,NaN,folksongs,deut1962.krn
songs,NaN,"MER WELLE GOHN
",NaN,NaN,NaN,folksongs,deut1473.krn
songs,NaN,"DIE BLUMEN AUF DEM FELDE
",NaN,NaN,NaN,folksongs,deut1344.krn
songs,NaN,"ES RITT EIN LANDSKNAB UEBER FELD
",NaN,NaN,NaN,folksongs,deut0624.krn
songs,NaN,"ES GIENG EIN WACKRES MAEDCHEN
",NaN,NaN,NaN,folksongs,deut0697.krn
songs,NaN,"EI SCHAEFER WO EILEST DU HIN
",NaN,NaN,NaN,folksongs,deut1876.krn
songs,NaN,"ICH GIENG MAL UEBER EINEN BUNGERT
",NaN,NaN,NaN,folksongs,deut0591.krn
songs,NaN,"SIND DIR DENN DIE HOSENBAENDER
",NaN,NaN,NaN,folksongs,deut1551.krn
songs,NaN,"IHR CHRISTEN GROSS UND KLEIN
",NaN,NaN,NaN,folksongs,deut2205.krn
songs,NaN,"DREI WOCHEN VOR OSTERN
",NaN,NaN,NaN,folksongs,deut1610.krn
songs,NaN,"LIEBEN LIEBEN DAS IST GUT
",NaN,NaN,NaN,folksongs,deut1385.krn
songs,NaN,"MEIN SCHAETZLE IST FEIN
",NaN,NaN,NaN,folksongs,deut1575.krn
songs,NaN,"HIMMELSAU LICHT UND BLAU
",NaN,NaN,NaN,folksongs,deut2188.krn
songs,NaN,"GESTERN ABEND IN DER STILLEN RUH
",NaN,NaN,NaN,folksongs,deut1090.krn
songs,NaN,"ICH WEISS MIR EINEN ANGER BREIT
",NaN,NaN,NaN,folksongs,deut0819.krn
songs,NaN,"VOM HIMMEL HOCH IHR ENGEL KOMMT
",NaN,NaN,NaN,folksongs,deut2130.krn
songs,NaN,"O MODER DE FINKEN SIND DUD
",NaN,NaN,NaN,folksongs,deut2026.krn
songs,NaN,"DIE MUTTER SPRICHT ICH WILLS NICHT LEIDEN
",NaN,NaN,NaN,folksongs,deut1240.krn
songs,NaN,"NU FALL DU REIF
",NaN,NaN,NaN,folksongs,deut1036.krn
songs,NaN,"WOLT IHR HOERN EIN NEWS GEDICHT
",NaN,NaN,NaN,folksongs,deut1515.krn
songs,NaN,"MARIA GIENG AUS WANDERN
",NaN,NaN,NaN,folksongs,deut2196.krn
songs,NaN,"SCHREIB DU AN JENEM ORTE
",NaN,NaN,NaN,folksongs,deut1345.krn
songs,NaN,"Muede kehrt der Wanderer zurueck
",NaN,NaN,NaN,folksongs,deut1257.krn
songs,NaN,"JETZT FAHRN WIR UEBERN SEE
",NaN,NaN,NaN,folksongs,deut2012.krn
songs,NaN,"ES RITT EIN RITTER SEHR WOHLGEMUTH
",NaN,NaN,NaN,folksongs,deut0773.krn
songs,NaN,"DUNKLE NACHT IM FINSTERN SCHLEIER
",NaN,NaN,NaN,folksongs,deut1746.krn
songs,NaN,"GESTERN ABEND DA GIENG ICH WOL
",NaN,NaN,NaN,folksongs,deut1216.krn
songs,NaN,"EIN SCHAEFER TRAEGT SORGEN
",NaN,NaN,NaN,folksongs,deut1066.krn
songs,NaN,"SEID LUSTIG IHR BRUEDER
",NaN,NaN,NaN,folksongs,deut1765.krn
songs,NaN,"ES WAR EINMAL EIN BRAVER HUSAR
",NaN,NaN,NaN,folksongs,deut0730.krn
songs,NaN,"ZWEI WEISSE BLUEMELEIN
",NaN,NaN,NaN,folksongs,deut1224.krn
songs,NaN,"HOERT IHR CHRISTEN MIT VERLANGEN
",NaN,NaN,NaN,folksongs,deut0938.krn
songs,NaN,"HERZU EIN NEUER PANTALON
",NaN,NaN,NaN,folksongs,deut0940.krn
songs,NaN,"WIR RUFEN AN DEN THEUREN MANN
",NaN,NaN,NaN,folksongs,deut2211.krn
songs,NaN,"IHR FRANZOSEN GEHT NACH HAUS
",NaN,NaN,NaN,folksongs,deut0983.krn
songs,NaN,"UNSER LIEBEN FRAUE
",NaN,NaN,NaN,folksongs,deut1708.krn
songs,NaN,"EM KUST MER UG EN MANTEL
",NaN,NaN,NaN,folksongs,deut1472.krn
songs,NaN,"WAS KANN UNS WOHL MEHR ERFREUEN
",NaN,NaN,NaN,folksongs,deut1759.krn
songs,NaN,"LASST UNS DAS KINDLEIN WIEGEN
",NaN,NaN,NaN,folksongs,deut2133.krn
songs,NaN,"ES WOHNT EIN MUELLER AN JENEM TEICH
",NaN,NaN,NaN,folksongs,deut0820.krn
songs,NaN,"ES SPIELT EIN HERR MIT SEINER MAGD
",NaN,NaN,NaN,folksongs,deut0769.krn
songs,NaN,"DER WAECHTER AUF DEM THURME SASS
",NaN,NaN,NaN,folksongs,deut1414.krn
songs,NaN,"WAT DOOD EER MET DAE MOLL
",NaN,NaN,NaN,folksongs,deut1913.krn
songs,NaN,"STEH NUR AUF DU JUNGER SCHWEIZERBUA
",NaN,NaN,NaN,folksongs,deut1865.krn
songs,NaN,"WACH AUF WACH AUF MEIN SCHATZ ALLEIN
",NaN,NaN,NaN,folksongs,deut0731.krn
songs,NaN,"NUN MF[ERK3END AUF IHR LIEBEN FREUND
",NaN,NaN,NaN,folksongs,deut1900.krn
songs,NaN,"DORT NIEDEN AN DEM RHEINE
",NaN,NaN,NaN,folksongs,deut1649.krn
songs,NaN,"SCHNEIDER DEN MAG ICH NET
",NaN,NaN,NaN,folksongs,deut1449.krn
songs,NaN,"ALLEIN GOTT IN DER HOEH SEI EHR
",NaN,NaN,NaN,folksongs,deut2157.krn
songs,NaN,"O STRASSBURG DU WUNDERSCHOENE STADT
",NaN,NaN,NaN,folksongs,deut1795.krn
songs,NaN,"FRISCH AUF MEIN LIEBES TOECHTERLEIN
",NaN,NaN,NaN,folksongs,deut1439.krn
songs,NaN,"JETZT GEH ICH ANS BRUENNELEIN
",NaN,NaN,NaN,folksongs,deut0907.krn
songs,NaN,"WENN DIE NACHTIGALLEN SCHLAGEN
",NaN,NaN,NaN,folksongs,deut2004.krn
songs,NaN,"ALS ICH BEI MEINEN SCHAFEN WACHT
",NaN,NaN,NaN,folksongs,deut2139.krn
songs,NaN,"DA DRUNTEN IM GAERTELEIN
",NaN,NaN,NaN,folksongs,deut0593.krn
songs,NaN,"EINST LEBT ICH SO GLUECKLICH
",NaN,NaN,NaN,folksongs,deut1347.krn
songs,NaN,"ICH HAB EIN KLEINES HUETTCHEN
",NaN,NaN,NaN,folksongs,deut1078.krn
songs,NaN,"ICH HABE MIR EINES ERWAEHLT
",NaN,NaN,NaN,folksongs,deut1185.krn
songs,NaN,"MIT LUST THAET ICH AUSREITEN
",NaN,NaN,NaN,folksongs,deut1014.krn
songs,NaN,"DIE BINSGAUER WOLLTEN WALLFAHRTEN GAHN
",NaN,NaN,NaN,folksongs,deut2034.krn
songs,NaN,"ES WAR EIN BRAVER JUNG FISCHERGESELL
",NaN,NaN,NaN,folksongs,deut0805.krn
songs,NaN,"ES WOLLTE EIN MAEDCHEN DIE LAEMMLEIN HUETEN
",NaN,NaN,NaN,folksongs,deut0800.krn
songs,NaN,"ALS D JUDEN DEN HERRN
",NaN,NaN,NaN,folksongs,deut2032.krn
songs,NaN,"EIN JUNGER KNAB GASSATEN GING
",NaN,NaN,NaN,folksongs,deut1416.krn
songs,NaN,"ZU HAUS GEDENKT MAN MEINER NICHT
",NaN,NaN,NaN,folksongs,deut1963.krn
songs,NaN,"DA DRUNTEN IN JENEM THALE
",NaN,NaN,NaN,folksongs,deut1015.krn
songs,NaN,"WACHET AUF WACHET AUF
",NaN,NaN,NaN,folksongs,deut1944.krn
songs,NaN,"ICH GIENG EINSTMALS UMS HAUS
",NaN,NaN,NaN,folksongs,deut1149.krn
songs,NaN,"MARSCHIEREN WIR IN DAS TUF[ERK1ISCHE LAND
",NaN,NaN,NaN,folksongs,deut0959.krn
songs,NaN,"ICH WEISS EIN MAGET SCHONE
",NaN,NaN,NaN,folksongs,deut2189.krn
songs,NaN,"Daer was een edel Pfalzgravin
",NaN,NaN,NaN,folksongs,deut2258.krn
songs,NaN,"NIX IN DER GRUBE
",NaN,NaN,NaN,folksongs,deut2111.krn
songs,NaN,"ICH WOLLT EINMAL RECHT FRUEH AUFSTEHN
",NaN,NaN,NaN,folksongs,deut0737.krn
songs,NaN,"ES IST NICHTS LUSTGERS AUF DER WELT
",NaN,NaN,NaN,folksongs,deut1750.krn
songs,NaN,"GOENSTIGER HERR UND FREUND
",NaN,NaN,NaN,folksongs,deut1652.krn
songs,NaN,"NUN SCHUERZ DICH GRETLEIN
",NaN,NaN,NaN,folksongs,deut0780.krn
songs,NaN,"NAER OOSTLAND WILLEN WIJ
",NaN,NaN,NaN,folksongs,deut1007.krn
songs,NaN,"SCHOENSTER SCHATZ AUF DIESER ERDE
",NaN,NaN,NaN,folksongs,deut1131.krn
songs,NaN,"ICH GING IM NAECHTLICH STILLEN HAINE
",NaN,NaN,NaN,folksongs,deut1239.krn
songs,NaN,"SANKT MICHEL DER HAT SICH GEBAUET
",NaN,NaN,NaN,folksongs,deut2209.krn
songs,NaN,"WIR KOMMEN DAHER
",NaN,NaN,NaN,folksongs,deut1677.krn
songs,NaN,"WILL NIEMAND SINGEN
",NaN,NaN,NaN,folksongs,deut1512.krn
songs,NaN,"SIST GEWISS UND KEIN GEDICHT
",NaN,NaN,NaN,folksongs,deut1493.krn
songs,NaN,"FRISCH AUF SOLDATENBLUT
",NaN,NaN,NaN,folksongs,deut1757.krn
songs,NaN,"ALLE LEUTE SOLLENS WISSEN
",NaN,NaN,NaN,folksongs,deut1212.krn
songs,NaN,"RARITAETE SEIN ALLZUSCHOENE
",NaN,NaN,NaN,folksongs,deut1998.krn
songs,NaN,"ES KAM EIN MANN AUS NINNEVEH
",NaN,NaN,NaN,folksongs,deut2121.krn
songs,NaN,"DER SULTAN HAT EIN TOECHTERLEIN
",NaN,NaN,NaN,folksongs,deut2224.krn
songs,NaN,"STEH NUR AUF DU HANDWF[ERK3SGESELL
",NaN,NaN,NaN,folksongs,deut1943.krn
songs,NaN,"MARIA VON RETZBACH
",NaN,NaN,NaN,folksongs,deut2204.krn
songs,NaN,"LAURENTIA LEBE LAURENTIA
",NaN,NaN,NaN,folksongs,deut2018.krn
songs,NaN,"ES FUHR EIN BAUER INS HOLZ
",NaN,NaN,NaN,folksongs,deut0824.krn
songs,NaN,"WILLST DU MICH DENN NICHT MEHR LIEBEN
",NaN,NaN,NaN,folksongs,deut1295.krn
songs,NaN,"ES WOLLT EIN JUNGMAGD FRUEH AUFSTEHN
",NaN,NaN,NaN,folksongs,deut0799.krn
songs,NaN,"ES FREIT EIN WILDER WASSERMANN
",NaN,NaN,NaN,folksongs,deut0568.krn
songs,NaN,"Elslein, liebes Elslein
",NaN,NaN,NaN,folksongs,deut2261.krn
songs,NaN,"ES IST NIT ALLES GOLDE
",NaN,NaN,NaN,folksongs,deut1050.krn
songs,NaN,"EIN MAEDCHEN VON ACHTZEHN JAHREN
",NaN,NaN,NaN,folksongs,deut0924.krn
songs,NaN,"AUF AUF SCHAETZLE STEH AUF
",NaN,NaN,NaN,folksongs,deut1431.krn
songs,NaN,"SCHWAEFELHOLZE
",NaN,NaN,NaN,folksongs,deut2047.krn
songs,NaN,"O SCHIPMANN O SCHIPMANN
",NaN,NaN,NaN,folksongs,deut0706.krn
songs,NaN,"DREI TAG GEH MER NET HAN
",NaN,NaN,NaN,folksongs,deut1557.krn
songs,NaN,"FAHR MER NET UEBER MEIN AECKERLE
",NaN,NaN,NaN,folksongs,deut1564.krn
songs,NaN,"DES MORGENS ZWISCHEN DREIN UND VIEREN
",NaN,NaN,NaN,folksongs,deut1739.krn
songs,NaN,"DER HIMMEL STEHT OFFEN
",NaN,NaN,NaN,folksongs,deut2186.krn
songs,NaN,"ES IST ERSTANDEN JESUS CHRIST
",NaN,NaN,NaN,folksongs,deut2151.krn
songs,NaN,"NUN IST DIE ZEIT UND STUNDE
",NaN,NaN,NaN,folksongs,deut1411.krn
songs,NaN,"WANN KOMMT DIE FROHE STUNDE
",NaN,NaN,NaN,folksongs,deut1226.krn
songs,NaN,"SO GEHT ES IN SCHNUETZELPUTZ HAEUSEL
",NaN,NaN,NaN,folksongs,deut1626.krn
songs,NaN,"AUF AUF IHR BRUEDER
",NaN,NaN,NaN,folksongs,deut1730.krn
songs,NaN,"KOMM HERAUS DU TRAURIGE BRAUT
",NaN,NaN,NaN,folksongs,deut1469.krn
songs,NaN,"SENTER KLOS DEN HEILGEN MANN
",NaN,NaN,NaN,folksongs,deut1702.krn
songs,NaN,"SCHOEN IST DIE JUGEND
",NaN,NaN,NaN,folksongs,deut1127.krn
songs,NaN,"EDLE FREIHEIT DU MEIN LEBEN
",NaN,NaN,NaN,folksongs,deut1803.krn
songs,NaN,"HOER ICH EIN SICHLEIN
",NaN,NaN,NaN,folksongs,deut1260.krn
songs,NaN,"RAEGE RAEGE TROPFE
",NaN,NaN,NaN,folksongs,deut2084.krn
songs,NaN,"WER SICH DES MAIEN FREUET
",NaN,NaN,NaN,folksongs,deut2172.krn
songs,NaN,"ES GIENG EIN MUELLER UEBER FELD
",NaN,NaN,NaN,folksongs,deut0665.krn
songs,NaN,"JETZT KOMMT DIE ZEIT
",NaN,NaN,NaN,folksongs,deut1120.krn
songs,NaN,"DIE VOEGLEIN IN DEM WALDE
",NaN,NaN,NaN,folksongs,deut2045.krn
songs,NaN,"SALVAI GLORIAI
",NaN,NaN,NaN,folksongs,deut1695.krn
songs,NaN,"ES HATT EIN BAUR EIN TOECHTERLEIN
",NaN,NaN,NaN,folksongs,deut0571.krn
songs,NaN,"JAMMER JAMMER UEBER JAMMER
",NaN,NaN,NaN,folksongs,deut2104.krn
songs,NaN,"JOSEPH LIEBER JOSEPH
",NaN,NaN,NaN,folksongs,deut0658.krn
songs,NaN,"NACH N N MARSCHIEREN
",NaN,NaN,NaN,folksongs,deut1767.krn
songs,NaN,"ACH JOSEPH LIEBER JOSEPH
",NaN,NaN,NaN,folksongs,deut0660.krn
songs,NaN,"ES WOLLTE EIN MAEDCHEN WOHL FRUEH AUFSTEHN
",NaN,NaN,NaN,folksongs,deut0740.krn
songs,NaN,"WER LEUCHTET UNS DENN BEI DER FINSTREN NACHT
",NaN,NaN,NaN,folksongs,deut2164.krn
songs,NaN,"HOLZAEPFELBAEUMCHE
",NaN,NaN,NaN,folksongs,deut1589.krn
songs,NaN,"KATHRINCHEN TRAU NUR NICHT
",NaN,NaN,NaN,folksongs,deut1822.krn
songs,NaN,"SCHOEN IST DIE JUGEND
",NaN,NaN,NaN,folksongs,deut1128.krn
songs,NaN,"WER LIEBEN WILL MUSS LEIDEN
",NaN,NaN,NaN,folksongs,deut1209.krn
songs,NaN,"GESTERN ABEND IN DER STILLEN RUH
",NaN,NaN,NaN,folksongs,deut1091.krn
songs,NaN,"OB ICH GLEICH EIN SCHAEFER BIN
",NaN,NaN,NaN,folksongs,deut1869.krn
songs,NaN,"BISTU DES GOLDSCHMIEDS TOECHTERLEIN
",NaN,NaN,NaN,folksongs,deut1060.krn
songs,NaN,"FUESELIER SIND LUSTGE BRUEDER
",NaN,NaN,NaN,folksongs,deut1733.krn
songs,NaN,"BIN EIN LUSTGER GRENADIER
",NaN,NaN,NaN,folksongs,deut1728.krn
songs,NaN,"EIN SULTAN HATT EIN TOECHTERLEIN
",NaN,NaN,NaN,folksongs,deut2226.krn
songs,NaN,"WAS WOELLN WIR AUF DEN ABEND THUN
",NaN,NaN,NaN,folksongs,deut1641.krn
songs,NaN,"EIN SCHIFFLEIN SAH ICH FAHREN
",NaN,NaN,NaN,folksongs,deut1725.krn
songs,NaN,"ES WOLLT EIN MAEGDLEIN SEHR FRUEH AUFSTEHN
",NaN,NaN,NaN,folksongs,deut0734.krn
songs,NaN,"ES SANGEN DREI ENGEL
",NaN,NaN,NaN,folksongs,deut2175.krn
songs,NaN,"KRANKHEIT IST EIN SCHWERE SCHWERE BUSS
",NaN,NaN,NaN,folksongs,deut2238.krn
songs,NaN,"NUN GRUESS DICH GOTT
",NaN,NaN,NaN,folksongs,deut1648.krn
songs,NaN,"ES BLUEHEN DREI BLUEMCHEN
",NaN,NaN,NaN,folksongs,deut1672.krn
songs,NaN,"DA KOM ALL EIN KANOENNEKEN
",NaN,NaN,NaN,folksongs,deut2122.krn
songs,NaN,"ES WAREN LUSTIGE GESELLEN
",NaN,NaN,NaN,folksongs,deut1714.krn
songs,NaN,"HOP HOP ZEHREN
",NaN,NaN,NaN,folksongs,deut2075.krn
songs,NaN,"DAS MAEGDLEIN WILL EIN FREIER HABN
",NaN,NaN,NaN,folksongs,deut1456.krn
songs,NaN,"MEIN HERZ IST SO TRAURIG
",NaN,NaN,NaN,folksongs,deut2050.krn
songs,NaN,"ES WOLLT EIN MAEDCHEN TANZEN GEHN
",NaN,NaN,NaN,folksongs,deut0860.krn
songs,NaN,"DA DRUNTEN IM THALE
",NaN,NaN,NaN,folksongs,deut2201.krn
songs,NaN,"ICH BIN EIN MUSIKANTE
",NaN,NaN,NaN,folksongs,deut2023.krn
songs,NaN,"DER N N HAT NE HOHE MUETZE
",NaN,NaN,NaN,folksongs,deut1690.krn
songs,NaN,"ES SPIELTE EIN RITTER MIT EINER MADAM
",NaN,NaN,NaN,folksongs,deut0770.krn
songs,NaN,"SCHAETZCHEN SAG WIE WIRDS DIR WERDEN
",NaN,NaN,NaN,folksongs,deut1248.krn
songs,NaN,"EIN SACKPFEIFER MIT SEINER LYR
",NaN,NaN,NaN,folksongs,deut1526.krn
songs,NaN,"ES WAR EIN REICHER KAUFMANNSSOHN
",NaN,NaN,NaN,folksongs,deut1801.krn
songs,NaN,"MAEDCHEN WENN ICH DICH ERBLICKE
",NaN,NaN,NaN,folksongs,deut1155.krn
songs,NaN,"SETZT ZUSAMMEN DIE GEWEHRE
",NaN,NaN,NaN,folksongs,deut1764.krn
songs,NaN,"ACH WENN DOCH MEIN SCHAETZCHEN EIN ROSENSTOCK WAER
",NaN,NaN,NaN,folksongs,deut1187.krn
songs,NaN,"ES WAREN ZWEI KOENIGSKINDER
",NaN,NaN,NaN,folksongs,deut0712.krn
songs,NaN,"ES WAR EINMAL EIN MUELLERIN
",NaN,NaN,NaN,folksongs,deut0832.krn
songs,NaN,"MIT SANFTEM KUMMER UND SORGEN
",NaN,NaN,NaN,folksongs,deut1126.krn
songs,NaN,"MAEDCHEN MEINER SEELEN
",NaN,NaN,NaN,folksongs,deut1815.krn
songs,NaN,"MORGEN MARSCHIEREN WIR
",NaN,NaN,NaN,folksongs,deut1824.krn
songs,NaN,"NAECHTEN ABEND DA ICH UEBER DIE GASSE GING
",NaN,NaN,NaN,folksongs,deut1417.krn
songs,NaN,"Da zu Mitterfasten es geschah
",NaN,NaN,NaN,folksongs,deut2247.krn
songs,NaN,"TRARIRO DER SOMMER DER IST DO
",NaN,NaN,NaN,folksongs,deut1685.krn
songs,NaN,"IM SOMMER DA GEHN WIR UEBER LAND
",NaN,NaN,NaN,folksongs,deut2108.krn
